order_id,order_date,year,quarter,month,month_name,region,country,category,subcategory,customer_segment,quantity,unit_price,revenue,cost,profit,profit_margin
ORD-05897,2022-05-13,2022,Q2,5,May,Asia Pacific,China,Office Supplies,Printers,Corporate,6,226.82,1360.92,974.76,386.16,28.37
ORD-00755,2022-05-13,2022,Q2,5,May,Asia Pacific,Japan,Office Supplies,Pens,Corporate,7,182.54,1277.78,685.95,591.83,46.32
ORD-09364,2022-05-14,2022,Q2,5,May,Latin America,Argentina,Office Supplies,Paper,Home Office,8,105.1,840.8,659.26,181.54,21.59
ORD-08907,2022-05-14,2022,Q2,5,May,Asia Pacific,Australia,Office Supplies,Printers,Home Office,1,291.15,291.15,180.01,111.14,38.17
ORD-03037,2022-05-14,2022,Q2,5,May,Europe,Italy,Electronics,Tablets,Corporate,3,759.88,2279.64,1345.04,934.6,41.0
ORD-06882,2022-05-14,2022,Q2,5,May,Latin America,Colombia,Furniture,Shelves,Consumer,10,370.85,3708.5,2410.66,1297.84,35.0
ORD-01531,2022-05-14,2022,Q2,5,May,Latin America,Colombia,Electronics,Smartphones,Consumer,6,1503.34,9020.04,5512.25,3507.79,38.89
ORD-01496,2022-05-14,2022,Q2,5,May,Asia Pacific,Australia,Electronics,Accessories,Consumer,3,975.49,2926.47,2329.07,597.4,20.41
ORD-05432,2022-05-15,2022,Q2,5,May,Latin America,Colombia,Clothing,Shoes,Corporate,10,478.05,4780.5,2575.02,2205.48,46.13
ORD-04918,2022-05-15,2022,Q2,5,May,Asia Pacific,India,Clothing,Shirts,Home Office,9,152.97,1376.73,754.19,622.54,45.22
ORD-05410,2022-05-15,2022,Q2,5,May,Asia Pacific,Australia,Furniture,Desks,Home Office,9,1428.08,12852.72,6863.12,5989.6,46.6
ORD-00877,2022-05-15,2022,Q2,5,May,Latin America,Brazil,Clothing,Pants,Home Office,1,458.59,458.59,266.33,192.26,41.92
ORD-02945,2022-05-15,2022,Q2,5,May,Asia Pacific,India,Clothing,Jackets,Home Office,9,189.89,1709.01,956.34,752.67,44.04
ORD-05644,2022-05-15,2022,Q2,5,May,North America,Canada,Office Supplies,Printers,Corporate,2,82.33,164.66,88.38,76.28,46.33
ORD-07509,2022-05-15,2022,Q2,5,May,Asia Pacific,India,Electronics,Laptops,Consumer,9,1498.07,13482.63,8295.05,5187.58,38.48
ORD-06912,2022-05-15,2022,Q2,5,May,Europe,Spain,Furniture,Shelves,Consumer,6,1225.11,7350.66,5193.94,2156.72,29.34
ORD-06929,2022-05-15,2022,Q2,5,May,Europe,Spain,Office Supplies,Notebooks,Home Office,4,285.07,1140.28,612.06,528.22,46.32
ORD-09958,2022-05-15,2022,Q2,5,May,Europe,UK,Clothing,Jackets,Home Office,8,490.28,3922.24,3076.22,846.02,21.57
ORD-08462,2022-05-15,2022,Q2,5,May,Latin America,Argentina,Office Supplies,Paper,Consumer,3,93.28,279.84,194.47,85.37,30.51
ORD-07859,2022-05-16,2022,Q2,5,May,Europe,UK,Office Supplies,Pens,Consumer,1,275.53,275.53,212.25,63.28,22.97
ORD-06221,2022-05-16,2022,Q2,5,May,Asia Pacific,China,Electronics,Laptops,Consumer,1,250.89,250.89,191.41,59.48,23.71
ORD-00325,2022-05-16,2022,Q2,5,May,Asia Pacific,India,Furniture,Chairs,Home Office,7,442.27,3095.89,1655.67,1440.22,46.52
ORD-01879,2022-05-16,2022,Q2,5,May,North America,Canada,Office Supplies,Printers,Consumer,9,191.56,1724.04,1098.84,625.2,36.26
ORD-01156,2022-05-16,2022,Q2,5,May,Latin America,Argentina,Furniture,Desks,Home Office,5,244.09,1220.45,872.47,347.98,28.51
ORD-08974,2022-05-16,2022,Q2,5,May,Asia Pacific,Japan,Office Supplies,Pens,Consumer,8,232.59,1860.72,1074.72,786.0,42.24
ORD-07800,2022-05-16,2022,Q2,5,May,North America,Canada,Furniture,Sofas,Home Office,3,793.67,2381.01,1393.21,987.8,41.49
ORD-02430,2022-05-16,2022,Q2,5,May,Latin America,Colombia,Electronics,Smartphones,Consumer,6,1240.52,7443.12,5277.87,2165.25,29.09
ORD-03949,2022-05-16,2022,Q2,5,May,North America,USA,Office Supplies,Printers,Consumer,1,10.56,10.56,7.27,3.29,31.16
ORD-07893,2022-05-16,2022,Q2,5,May,Latin America,Brazil,Electronics,Smartphones,Consumer,6,1658.24,9949.44,6468.91,3480.53,34.98
ORD-08697,2022-05-16,2022,Q2,5,May,Asia Pacific,India,Office Supplies,Pens,Home Office,4,28.9,115.6,92.09,23.51,20.34
ORD-06105,2022-05-17,2022,Q2,5,May,Latin America,Colombia,Clothing,Shoes,Home Office,7,108.9,762.3,544.86,217.44,28.52
ORD-07373,2022-05-17,2022,Q2,5,May,Europe,Spain,Furniture,Sofas,Corporate,4,895.31,3581.24,2154.11,1427.13,39.85
ORD-07231,2022-05-17,2022,Q2,5,May,Europe,Germany,Furniture,Desks,Home Office,4,864.84,3459.36,1747.51,1711.85,49.48
ORD-07709,2022-05-17,2022,Q2,5,May,North America,USA,Furniture,Sofas,Corporate,9,1312.61,11813.49,8065.36,3748.13,31.73
ORD-08492,2022-05-17,2022,Q2,5,May,Asia Pacific,India,Electronics,Accessories,Consumer,3,1393.54,4180.62,2961.25,1219.37,29.17
ORD-02573,2022-05-17,2022,Q2,5,May,Asia Pacific,Australia,Electronics,Accessories,Home Office,3,1873.9,5621.7,4227.65,1394.05,24.8
ORD-07177,2022-05-17,2022,Q2,5,May,Europe,UK,Electronics,Tablets,Home Office,2,1781.27,3562.54,1929.11,1633.43,45.85
ORD-07568,2022-05-17,2022,Q2,5,May,North America,USA,Office Supplies,Printers,Corporate,1,141.03,141.03,88.4,52.63,37.32
ORD-02505,2022-05-17,2022,Q2,5,May,Latin America,Argentina,Electronics,Laptops,Home Office,10,1490.92,14909.2,7789.48,7119.72,47.75
ORD-08915,2022-05-17,2022,Q2,5,May,Latin America,Brazil,Clothing,Pants,Home Office,2,437.92,875.84,569.21,306.63,35.01
ORD-01466,2022-05-17,2022,Q2,5,May,North America,Canada,Furniture,Desks,Consumer,3,773.3,2319.9,1692.08,627.82,27.06
ORD-02169,2022-05-17,2022,Q2,5,May,North America,Mexico,Electronics,Tablets,Consumer,8,914.28,7314.24,4262.26,3051.98,41.73
ORD-03201,2022-05-18,2022,Q2,5,May,Europe,Italy,Furniture,Shelves,Consumer,7,1433.64,10035.48,7413.88,2621.6,26.12
ORD-09946,2022-05-18,2022,Q2,5,May,Asia Pacific,India,Clothing,Pants,Consumer,4,293.53,1174.12,587.8,586.32,49.94
ORD-08276,2022-05-18,2022,Q2,5,May,Latin America,Brazil,Electronics,Smartphones,Corporate,7,1847.27,12930.89,7370.91,5559.98,43.0
ORD-04233,2022-05-18,2022,Q2,5,May,Asia Pacific,Australia,Clothing,Shoes,Corporate,7,499.25,3494.75,2010.97,1483.78,42.46
ORD-01741,2022-05-18,2022,Q2,5,May,Europe,Italy,Clothing,Jackets,Consumer,6,174.66,1047.96,586.58,461.38,44.03
ORD-04370,2022-05-18,2022,Q2,5,May,Europe,UK,Furniture,Sofas,Home Office,5,639.66,3198.3,1749.53,1448.77,45.3
ORD-06827,2022-05-18,2022,Q2,5,May,Asia Pacific,India,Electronics,Accessories,Home Office,1,1788.98,1788.98,1315.27,473.71,26.48
ORD-08806,2022-05-18,2022,Q2,5,May,Europe,UK,Clothing,Shirts,Home Office,8,404.16,3233.28,2093.09,1140.19,35.26
ORD-03904,2022-05-18,2022,Q2,5,May,Latin America,Colombia,Electronics,Tablets,Corporate,2,985.02,1970.04,1297.54,672.5,34.14
ORD-02845,2022-05-18,2022,Q2,5,May,Europe,Germany,Furniture,Chairs,Consumer,6,1249.91,7499.46,4822.43,2677.03,35.7
ORD-04394,2022-05-18,2022,Q2,5,May,North America,Mexico,Office Supplies,Pens,Home Office,3,292.44,877.32,531.99,345.33,39.36
ORD-02574,2022-05-18,2022,Q2,5,May,Asia Pacific,Japan,Electronics,Tablets,Corporate,10,1515.96,15159.6,7901.41,7258.19,47.88
ORD-00134,2022-05-18,2022,Q2,5,May,North America,USA,Electronics,Accessories,Home Office,6,373.82,2242.92,1667.68,575.24,25.65
ORD-02174,2022-05-18,2022,Q2,5,May,Asia Pacific,China,Clothing,Shoes,Home Office,10,54.57,545.7,398.32,147.38,27.01
ORD-00707,2022-05-18,2022,Q2,5,May,Europe,France,Office Supplies,Pens,Home Office,8,166.49,1331.92,960.6,371.32,27.88
ORD-05491,2022-05-19,2022,Q2,5,May,Europe,Italy,Clothing,Pants,Home Office,8,162.01,1296.08,828.32,467.76,36.09
ORD-06416,2022-05-19,2022,Q2,5,May,Europe,UK,Office Supplies,Pens,Home Office,8,86.17,689.36,499.69,189.67,27.51
ORD-07445,2022-05-19,2022,Q2,5,May,Asia Pacific,India,Electronics,Tablets,Consumer,3,1744.45,5233.35,3812.35,1421.0,27.15
ORD-09339,2022-05-19,2022,Q2,5,May,Europe,France,Electronics,Laptops,Home Office,2,1717.3,3434.6,2518.77,915.83,26.66
ORD-07747,2022-05-19,2022,Q2,5,May,North America,Mexico,Furniture,Sofas,Consumer,1,193.17,193.17,130.64,62.53,32.37
ORD-07537,2022-05-19,2022,Q2,5,May,Latin America,Brazil,Furniture,Shelves,Corporate,1,577.83,577.83,443.55,134.28,23.24
ORD-01694,2022-05-19,2022,Q2,5,May,Asia Pacific,Australia,Furniture,Shelves,Consumer,3,1390.78,4172.34,2100.01,2072.33,49.67
ORD-02109,2022-05-19,2022,Q2,5,May,Asia Pacific,China,Clothing,Shirts,Consumer,10,349.47,3494.7,1846.39,1648.31,47.17
ORD-03380,2022-05-19,2022,Q2,5,May,Europe,UK,Clothing,Shoes,Home Office,2,347.45,694.9,360.87,334.03,48.07
ORD-04494,2022-05-19,2022,Q2,5,May,Asia Pacific,Japan,Office Supplies,Paper,Consumer,6,219.51,1317.06,973.24,343.82,26.11
ORD-08975,2022-05-20,2022,Q2,5,May,Asia Pacific,Australia,Clothing,Pants,Consumer,7,47.19,330.33,196.32,134.01,40.57
ORD-04013,2022-05-20,2022,Q2,5,May,Asia Pacific,Australia,Clothing,Pants,Consumer,1,73.47,73.47,44.58,28.89,39.32
ORD-04103,2022-05-20,2022,Q2,5,May,Asia Pacific,China,Clothing,Jackets,Home Office,7,293.06,2051.42,1246.63,804.79,39.23
ORD-06134,2022-05-20,2022,Q2,5,May,Asia Pacific,Australia,Clothing,Jackets,Consumer,8,231.83,1854.64,1450.75,403.89,21.78
ORD-05745,2022-05-20,2022,Q2,5,May,Latin America,Colombia,Furniture,Shelves,Corporate,2,1116.79,2233.58,1120.27,1113.31,49.84
ORD-00908,2022-05-21,2022,Q2,5,May,Asia Pacific,Japan,Clothing,Jackets,Home Office,6,307.89,1847.34,1395.85,451.49,24.44
ORD-03887,2022-05-21,2022,Q2,5,May,Asia Pacific,India,Office Supplies,Paper,Corporate,3,258.54,775.62,597.21,178.41,23.0
ORD-08502,2022-05-21,2022,Q2,5,May,Asia Pacific,India,Office Supplies,Paper,Corporate,1,298.59,298.59,156.22,142.37,47.68
ORD-02303,2022-05-21,2022,Q2,5,May,Europe,France,Furniture,Sofas,Home Office,9,1410.87,12697.83,8156.2,4541.63,35.77
ORD-03541,2022-05-21,2022,Q2,5,May,Europe,France,Clothing,Pants,Consumer,7,448.4,3138.8,2084.35,1054.45,33.59
ORD-02985,2022-05-21,2022,Q2,5,May,Europe,France,Clothing,Shirts,Home Office,4,41.43,165.72,124.13,41.59,25.1
ORD-06667,2022-05-21,2022,Q2,5,May,North America,USA,Office Supplies,Pens,Home Office,8,224.29,1794.32,1311.25,483.07,26.92
ORD-00280,2022-05-22,2022,Q2,5,May,Latin America,Colombia,Clothing,Pants,Consumer,4,324.0,1296.0,746.24,549.76,42.42
ORD-08235,2022-05-22,2022,Q2,5,May,Europe,Germany,Electronics,Tablets,Home Office,7,1354.97,9484.79,5501.98,3982.81,41.99
ORD-01633,2022-05-22,2022,Q2,5,May,Europe,Italy,Office Supplies,Printers,Consumer,9,242.38,2181.42,1518.51,662.91,30.39
ORD-05416,2022-05-22,2022,Q2,5,May,Asia Pacific,Australia,Clothing,Jackets,Corporate,2,40.29,80.58,57.28,23.3,28.92
ORD-04680,2022-05-22,2022,Q2,5,May,Latin America,Colombia,Electronics,Laptops,Home Office,10,1980.58,19805.8,11877.87,7927.93,40.03
ORD-09770,2022-05-22,2022,Q2,5,May,North America,Canada,Office Supplies,Pens,Consumer,8,52.84,422.72,285.87,136.85,32.37
ORD-08847,2022-05-22,2022,Q2,5,May,North America,USA,Furniture,Desks,Consumer,4,146.69,586.76,392.45,194.31,33.12
ORD-01594,2022-05-23,2022,Q2,5,May,Latin America,Argentina,Electronics,Accessories,Home Office,7,1355.27,9486.89,6720.29,2766.6,29.16
ORD-09651,2022-05-23,2022,Q2,5,May,Latin America,Colombia,Electronics,Tablets,Home Office,1,1445.35,1445.35,767.61,677.74,46.89
ORD-01530,2022-05-23,2022,Q2,5,May,Europe,Spain,Office Supplies,Pens,Home Office,6,51.58,309.48,160.01,149.47,48.3
ORD-04636,2022-05-23,2022,Q2,5,May,North America,Canada,Clothing,Shoes,Consumer,7,441.27,3088.89,2417.95,670.94,21.72
ORD-06487,2022-05-23,2022,Q2,5,May,Europe,Spain,Electronics,Smartphones,Corporate,10,724.93,7249.3,4488.78,2760.52,38.08
ORD-07667,2022-05-23,2022,Q2,5,May,Europe,UK,Clothing,Jackets,Corporate,7,84.56,591.92,473.11,118.81,20.07
ORD-08329,2022-05-23,2022,Q2,5,May,Asia Pacific,India,Office Supplies,Notebooks,Home Office,2,165.92,331.84,222.06,109.78,33.08
ORD-00965,2022-05-24,2022,Q2,5,May,Europe,Germany,Furniture,Desks,Consumer,3,275.79,827.37,560.78,266.59,32.22
ORD-01388,2022-05-24,2022,Q2,5,May,North America,Mexico,Electronics,Accessories,Consumer,8,1760.71,14085.68,10686.11,3399.57,24.13
ORD-09285,2022-05-24,2022,Q2,5,May,Asia Pacific,China,Clothing,Shoes,Home Office,1,333.83,333.83,264.11,69.72,20.88
ORD-08623,2022-05-25,2022,Q2,5,May,Asia Pacific,Australia,Office Supplies,Printers,Consumer,5,183.91,919.55,601.72,317.83,34.56
ORD-06611,2022-05-25,2022,Q2,5,May,Asia Pacific,China,Clothing,Shoes,Consumer,8,328.64,2629.12,1627.48,1001.64,38.1
ORD-01561,2022-05-25,2022,Q2,5,May,Europe,Spain,Clothing,Shoes,Consumer,2,397.34,794.68,543.38,251.3,31.62
ORD-04702,2022-05-25,2022,Q2,5,May,Latin America,Argentina,Electronics,Accessories,Corporate,8,1430.77,11446.16,8983.19,2462.97,21.52
ORD-07603,2022-05-25,2022,Q2,5,May,North America,Mexico,Clothing,Jackets,Corporate,2,168.37,336.74,267.45,69.29,20.58
ORD-07255,2022-05-25,2022,Q2,5,May,North America,Canada,Office Supplies,Printers,Corporate,2,128.31,256.62,201.63,54.99,21.43
ORD-08102,2022-05-25,2022,Q2,5,May,Latin America,Argentina,Electronics,Accessories,Home Office,1,718.3,718.3,431.67,286.63,39.9
ORD-08365,2022-05-25,2022,Q2,5,May,Asia Pacific,India,Clothing,Shirts,Consumer,4,311.19,1244.76,889.64,355.12,28.53
ORD-02073,2022-05-25,2022,Q2,5,May,North America,Canada,Office Supplies,Paper,Corporate,9,54.58,491.22,343.46,147.76,30.08
ORD-00402,2022-05-26,2022,Q2,5,May,Latin America,Brazil,Electronics,Accessories,Consumer,7,1153.71,8075.97,4168.97,3907.0,48.38
ORD-02585,2022-05-26,2022,Q2,5,May,Europe,Spain,Clothing,Pants,Home Office,1,120.78,120.78,67.27,53.51,44.3
ORD-07773,2022-05-26,2022,Q2,5,May,Latin America,Colombia,Office Supplies,Paper,Consumer,10,75.97,759.7,391.66,368.04,48.45
ORD-06583,2022-05-26,2022,Q2,5,May,Latin America,Colombia,Clothing,Shirts,Home Office,10,332.94,3329.4,2201.43,1127.97,33.88
ORD-05216,2022-05-26,2022,Q2,5,May,North America,Canada,Furniture,Shelves,Home Office,9,572.06,5148.54,3038.95,2109.59,40.97
ORD-00973,2022-05-26,2022,Q2,5,May,Latin America,Brazil,Electronics,Accessories,Corporate,3,1877.83,5633.49,3145.0,2488.49,44.17
ORD-09717,2022-05-26,2022,Q2,5,May,Europe,France,Office Supplies,Pens,Corporate,9,100.55,904.95,693.48,211.47,23.37
ORD-01626,2022-05-27,2022,Q2,5,May,North America,Canada,Clothing,Shirts,Consumer,6,222.52,1335.12,932.55,402.57,30.15
ORD-09114,2022-05-27,2022,Q2,5,May,Latin America,Brazil,Clothing,Pants,Corporate,4,152.5,610.0,341.12,268.88,44.08
ORD-09753,2022-05-27,2022,Q2,5,May,North America,USA,Furniture,Chairs,Consumer,6,981.85,5891.1,3052.18,2838.92,48.19
ORD-05061,2022-05-27,2022,Q2,5,May,Latin America,Brazil,Electronics,Smartphones,Consumer,7,988.69,6920.83,3892.95,3027.88,43.75
ORD-07228,2022-05-27,2022,Q2,5,May,Latin America,Colombia,Office Supplies,Paper,Home Office,8,288.6,2308.8,1362.76,946.04,40.98
ORD-00538,2022-05-27,2022,Q2,5,May,Latin America,Brazil,Furniture,Shelves,Home Office,1,1244.15,1244.15,667.6,576.55,46.34
ORD-08186,2022-05-27,2022,Q2,5,May,Europe,UK,Electronics,Accessories,Consumer,9,255.26,2297.34,1462.79,834.55,36.33
ORD-07507,2022-05-27,2022,Q2,5,May,North America,Mexico,Clothing,Shirts,Consumer,5,473.85,2369.25,1307.27,1061.98,44.82
ORD-03424,2022-05-28,2022,Q2,5,May,Latin America,Argentina,Office Supplies,Pens,Home Office,1,297.38,297.38,192.3,105.08,35.34
ORD-03138,2022-05-28,2022,Q2,5,May,Asia Pacific,India,Office Supplies,Paper,Corporate,8,187.3,1498.4,987.17,511.23,34.12
ORD-06843,2022-05-28,2022,Q2,5,May,Europe,Spain,Clothing,Jackets,Home Office,2,389.78,779.56,421.03,358.53,45.99
ORD-06853,2022-05-28,2022,Q2,5,May,Europe,Italy,Office Supplies,Printers,Consumer,4,209.97,839.88,502.52,337.36,40.17
ORD-02745,2022-05-28,2022,Q2,5,May,Asia Pacific,Australia,Furniture,Desks,Consumer,1,117.13,117.13,60.42,56.71,48.42
ORD-05141,2022-05-28,2022,Q2,5,May,Latin America,Colombia,Office Supplies,Pens,Corporate,2,269.03,538.06,427.03,111.03,20.64
ORD-07882,2022-05-28,2022,Q2,5,May,Latin America,Argentina,Electronics,Smartphones,Consumer,9,1687.84,15190.56,10281.19,4909.37,32.32
ORD-07573,2022-05-28,2022,Q2,5,May,Latin America,Argentina,Office Supplies,Paper,Home Office,4,94.94,379.76,226.97,152.79,40.23
ORD-00971,2022-05-28,2022,Q2,5,May,Asia Pacific,Japan,Clothing,Pants,Home Office,4,94.27,377.08,189.01,188.07,49.88
ORD-06704,2022-05-29,2022,Q2,5,May,Latin America,Colombia,Furniture,Shelves,Home Office,8,1325.46,10603.68,6791.71,3811.97,35.95
ORD-09813,2022-05-29,2022,Q2,5,May,North America,Mexico,Electronics,Smartphones,Corporate,8,765.97,6127.76,4502.04,1625.72,26.53
ORD-07752,2022-05-29,2022,Q2,5,May,Latin America,Brazil,Clothing,Jackets,Home Office,8,229.28,1834.24,1207.95,626.29,34.14
ORD-09405,2022-05-29,2022,Q2,5,May,Europe,France,Furniture,Chairs,Consumer,9,674.32,6068.88,3510.13,2558.75,42.16
ORD-03446,2022-05-29,2022,Q2,5,May,Europe,Spain,Clothing,Pants,Corporate,6,73.99,443.94,251.85,192.09,43.27
ORD-09955,2022-05-29,2022,Q2,5,May,Latin America,Argentina,Clothing,Jackets,Home Office,9,115.05,1035.45,808.92,226.53,21.88
ORD-04343,2022-05-29,2022,Q2,5,May,North America,Canada,Clothing,Jackets,Corporate,5,281.93,1409.65,839.92,569.73,40.42
ORD-00236,2022-05-30,2022,Q2,5,May,North America,Canada,Office Supplies,Paper,Consumer,1,166.94,166.94,130.28,36.66,21.96
ORD-03665,2022-05-30,2022,Q2,5,May,Latin America,Argentina,Office Supplies,Notebooks,Consumer,8,121.75,974.0,561.48,412.52,42.35
ORD-03730,2022-05-30,2022,Q2,5,May,Asia Pacific,Japan,Electronics,Tablets,Consumer,8,522.48,4179.84,3162.01,1017.83,24.35
ORD-08110,2022-05-30,2022,Q2,5,May,Europe,Germany,Office Supplies,Notebooks,Corporate,7,131.3,919.1,597.05,322.05,35.04
ORD-01268,2022-05-30,2022,Q2,5,May,Europe,Spain,Clothing,Jackets,Consumer,7,190.1,1330.7,943.57,387.13,29.09
ORD-03593,2022-05-30,2022,Q2,5,May,North America,Canada,Electronics,Laptops,Corporate,2,1979.92,3959.84,2070.28,1889.56,47.72
ORD-01875,2022-05-30,2022,Q2,5,May,Europe,Germany,Furniture,Shelves,Consumer,8,895.01,7160.08,5201.72,1958.36,27.35
ORD-09561,2022-05-30,2022,Q2,5,May,Latin America,Colombia,Electronics,Accessories,Home Office,1,1057.97,1057.97,801.18,256.79,24.27
ORD-07715,2022-05-30,2022,Q2,5,May,Europe,France,Office Supplies,Pens,Corporate,2,188.43,376.86,298.14,78.72,20.89
ORD-06885,2022-05-30,2022,Q2,5,May,Europe,Spain,Furniture,Shelves,Corporate,5,1060.05,5300.25,2775.08,2525.17,47.64
ORD-09934,2022-05-30,2022,Q2,5,May,Latin America,Argentina,Electronics,Accessories,Home Office,8,680.12,5440.96,3587.88,1853.08,34.06
ORD-04559,2022-05-31,2022,Q2,5,May,Latin America,Brazil,Electronics,Accessories,Consumer,9,1945.34,17508.06,13539.14,3968.92,22.67
ORD-00269,2022-05-31,2022,Q2,5,May,North America,Canada,Furniture,Sofas,Corporate,3,1096.35,3289.05,2374.35,914.7,27.81
ORD-09781,2022-05-31,2022,Q2,5,May,Latin America,Colombia,Clothing,Jackets,Home Office,5,440.92,2204.6,1730.74,473.86,21.49
ORD-07671,2022-05-31,2022,Q2,5,May,Asia Pacific,China,Office Supplies,Notebooks,Home Office,4,222.81,891.24,688.44,202.8,22.75
ORD-07618,2022-05-31,2022,Q2,5,May,Latin America,Brazil,Clothing,Jackets,Consumer,7,474.13,3318.91,1881.98,1436.93,43.3
ORD-04873,2022-05-31,2022,Q2,5,May,North America,USA,Furniture,Sofas,Home Office,3,531.99,1595.97,843.31,752.66,47.16
ORD-08212,2022-05-31,2022,Q2,5,May,North America,USA,Furniture,Sofas,Corporate,4,1314.58,5258.32,3247.06,2011.26,38.25
ORD-08129,2022-05-31,2022,Q2,5,May,Latin America,Colombia,Furniture,Chairs,Consumer,3,490.44,1471.32,1106.34,364.98,24.81
ORD-03209,2022-05-31,2022,Q2,5,May,Europe,UK,Clothing,Shirts,Consumer,7,178.38,1248.66,719.24,529.42,42.4
ORD-00032,2022-05-31,2022,Q2,5,May,Europe,Spain,Office Supplies,Pens,Corporate,2,280.65,561.3,428.71,132.59,23.62
ORD-01827,2022-05-31,2022,Q2,5,May,Europe,Italy,Office Supplies,Notebooks,Consumer,2,107.93,215.86,113.9,101.96,47.23
ORD-07278,2022-06-01,2022,Q2,6,June,Europe,France,Furniture,Sofas,Home Office,2,720.51,1441.02,1016.08,424.94,29.49
ORD-06681,2022-06-01,2022,Q2,6,June,North America,USA,Clothing,Jackets,Consumer,3,27.24,81.72,46.71,35.01,42.84
ORD-06158,2022-06-01,2022,Q2,6,June,Asia Pacific,China,Furniture,Shelves,Consumer,7,209.57,1466.99,957.78,509.21,34.71
ORD-08741,2022-06-01,2022,Q2,6,June,North America,Mexico,Office Supplies,Notebooks,Consumer,9,151.24,1361.16,974.3,386.86,28.42
ORD-00368,2022-06-01,2022,Q2,6,June,Asia Pacific,Japan,Clothing,Pants,Consumer,9,371.35,3342.15,2615.4,726.75,21.74
ORD-02123,2022-06-01,2022,Q2,6,June,Latin America,Argentina,Clothing,Shirts,Home Office,3,433.09,1299.27,876.5,422.77,32.54
ORD-05819,2022-06-01,2022,Q2,6,June,Latin America,Colombia,Office Supplies,Printers,Consumer,1,132.09,132.09,70.11,61.98,46.92
ORD-08479,2022-06-01,2022,Q2,6,June,Europe,UK,Furniture,Chairs,Consumer,3,573.5,1720.5,1170.51,549.99,31.97
ORD-07090,2022-06-01,2022,Q2,6,June,Asia Pacific,Japan,Electronics,Laptops,Consumer,8,701.18,5609.44,3908.85,1700.59,30.32
ORD-01792,2022-06-01,2022,Q2,6,June,Europe,Spain,Electronics,Tablets,Corporate,2,1145.14,2290.28,1323.55,966.73,42.21
ORD-07019,2022-06-01,2022,Q2,6,June,North America,USA,Electronics,Laptops,Consumer,3,503.29,1509.87,764.98,744.89,49.33
ORD-09746,2022-06-02,2022,Q2,6,June,Asia Pacific,Japan,Furniture,Chairs,Consumer,9,1140.86,10267.74,5347.59,4920.15,47.92
ORD-04865,2022-06-02,2022,Q2,6,June,North America,USA,Clothing,Shoes,Consumer,3,159.95,479.85,328.26,151.59,31.59
ORD-02655,2022-06-02,2022,Q2,6,June,North America,Canada,Office Supplies,Notebooks,Consumer,1,76.11,76.11,38.15,37.96,49.88
ORD-05927,2022-06-02,2022,Q2,6,June,North America,USA,Clothing,Jackets,Corporate,3,385.72,1157.16,660.0,497.16,42.96
ORD-02058,2022-06-02,2022,Q2,6,June,Latin America,Brazil,Office Supplies,Notebooks,Home Office,3,87.26,261.78,139.15,122.63,46.84
ORD-01895,2022-06-02,2022,Q2,6,June,North America,Canada,Clothing,Pants,Corporate,9,42.51,382.59,286.91,95.68,25.01
ORD-06087,2022-06-02,2022,Q2,6,June,Latin America,Brazil,Office Supplies,Notebooks,Consumer,8,286.12,2288.96,1649.61,639.35,27.93
ORD-05044,2022-06-02,2022,Q2,6,June,Europe,Spain,Furniture,Sofas,Home Office,4,953.42,3813.68,2595.29,1218.39,31.95
ORD-07185,2022-06-03,2022,Q2,6,June,North America,Mexico,Furniture,Sofas,Consumer,10,672.02,6720.2,5375.59,1344.61,20.01
ORD-09621,2022-06-03,2022,Q2,6,June,Asia Pacific,India,Electronics,Laptops,Consumer,2,1769.75,3539.5,2295.23,1244.27,35.15
ORD-00347,2022-06-03,2022,Q2,6,June,North America,USA,Furniture,Sofas,Corporate,2,1233.02,2466.04,1902.61,563.43,22.85
ORD-01157,2022-06-03,2022,Q2,6,June,Latin America,Colombia,Clothing,Shoes,Corporate,4,410.43,1641.72,917.95,723.77,44.09
ORD-04933,2022-06-04,2022,Q2,6,June,North America,USA,Electronics,Smartphones,Corporate,7,1749.58,12247.06,6977.41,5269.65,43.03
ORD-05403,2022-06-04,2022,Q2,6,June,North America,Canada,Clothing,Jackets,Corporate,2,436.22,872.44,547.25,325.19,37.27
ORD-02979,2022-06-04,2022,Q2,6,June,Asia Pacific,India,Furniture,Sofas,Consumer,8,709.21,5673.68,3030.72,2642.96,46.58
ORD-09177,2022-06-04,2022,Q2,6,June,Latin America,Colombia,Electronics,Tablets,Corporate,8,1840.52,14724.16,9097.76,5626.4,38.21
ORD-02644,2022-06-04,2022,Q2,6,June,Latin America,Colombia,Electronics,Accessories,Consumer,5,923.26,4616.3,3319.28,1297.02,28.1
ORD-03183,2022-06-04,2022,Q2,6,June,Asia Pacific,Japan,Office Supplies,Pens,Home Office,2,243.48,486.96,378.36,108.6,22.3
ORD-04951,2022-06-04,2022,Q2,6,June,Europe,France,Furniture,Sofas,Home Office,6,1221.47,7328.82,4660.18,2668.64,36.41
ORD-02349,2022-06-04,2022,Q2,6,June,North America,Mexico,Clothing,Shoes,Corporate,3,67.42,202.26,109.88,92.38,45.67
ORD-08311,2022-06-04,2022,Q2,6,June,Europe,France,Clothing,Shoes,Home Office,4,88.34,353.36,269.4,83.96,23.76
ORD-09982,2022-06-05,2022,Q2,6,June,North America,Canada,Electronics,Laptops,Home Office,7,1266.62,8866.34,6509.72,2356.62,26.58
